@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
7819,'2022/12/15 11:47:06:214',16,514,441,1
7820,'2022/12/15 11:47:06:225',16,514,446,1
7821,'2022/12/15 11:47:06:236',16,512,442,1
7822,'2022/12/15 11:47:06:246',16,509,446,1
7823,'2022/12/15 11:47:06:257',16,510,447,1
7824,'2022/12/15 11:47:06:267',16,512,449,1
7825,'2022/12/15 11:47:06:278',16,514,443,1
7826,'2022/12/15 11:47:06:288',16,511,445,1
7827,'2022/12/15 11:47:06:299',16,515,444,1
7828,'2022/12/15 11:47:06:310',16,512,447,1
7829,'2022/12/15 11:47:06:320',16,513,444,1
7830,'2022/12/15 11:47:06:331',16,511,447,1
7831,'2022/12/15 11:47:06:340',16,513,442,1
7832,'2022/12/15 11:47:06:351',16,515,449,1
7833,'2022/12/15 11:47:06:361',16,508,445,1
7834,'2022/12/15 11:47:06:372',16,512,447,1
7835,'2022/12/15 11:47:06:383',16,513,446,1
7836,'2022/12/15 11:47:06:393',16,514,447,1
7837,'2022/12/15 11:47:06:404',16,511,447,1
7838,'2022/12/15 11:47:06:414',16,513,447,1
7839,'2022/12/15 11:47:06:425',16,513,442,1
7840,'2022/12/15 11:47:06:435',16,510,447,1
7841,'2022/12/15 11:47:06:446',16,511,447,1
7842,'2022/12/15 11:47:06:457',16,510,448,1
7843,'2022/12/15 11:47:06:467',16,512,447,1
7844,'2022/12/15 11:47:06:478',16,512,445,1
7845,'2022/12/15 11:47:06:488',16,514,445,1
7846,'2022/12/15 11:47:06:499',16,511,441,1
7847,'2022/12/15 11:47:06:509',16,513,448,1
7848,'2022/12/15 11:47:06:520',16,509,447,1
7849,'2022/12/15 11:47:06:531',16,509,447,1
7850,'2022/12/15 11:47:06:541',16,513,446,1
7851,'2022/12/15 11:47:06:552',16,510,445,1
7852,'2022/12/15 11:47:06:562',16,514,442,1
7853,'2022/12/15 11:47:06:573',16,509,447,1
7854,'2022/12/15 11:47:06:583',16,512,445,1
7855,'2022/12/15 11:47:06:594',16,511,446,1
7856,'2022/12/15 11:47:06:605',16,513,447,1
7857,'2022/12/15 11:47:06:615',16,510,444,1
7858,'2022/12/15 11:47:06:626',16,515,445,1
7859,'2022/12/15 11:47:06:636',16,512,447,1
7860,'2022/12/15 11:47:06:647',16,513,448,1
7861,'2022/12/15 11:47:06:657',16,509,446,1
7862,'2022/12/15 11:47:06:668',16,511,448,1
7863,'2022/12/15 11:47:06:678',16,510,448,1
7864,'2022/12/15 11:47:06:689',16,513,444,1
7865,'2022/12/15 11:47:06:700',16,513,446,1
7866,'2022/12/15 11:47:06:709',16,511,445,1
7867,'2022/12/15 11:47:06:720',16,514,448,1
7868,'2022/12/15 11:47:06:730',16,514,448,1
7869,'2022/12/15 11:47:06:741',16,511,447,1
7870,'2022/12/15 11:47:06:751',16,512,445,1
7871,'2022/12/15 11:47:06:762',16,509,447,1
7872,'2022/12/15 11:47:06:773',16,510,447,1
7873,'2022/12/15 11:47:06:783',16,511,443,1
7874,'2022/12/15 11:47:06:794',16,513,448,1
7875,'2022/12/15 11:47:06:804',16,511,444,1
7876,'2022/12/15 11:47:06:815',16,511,449,1
7877,'2022/12/15 11:47:06:826',16,514,446,1
7878,'2022/12/15 11:47:06:836',16,513,443,1
7879,'2022/12/15 11:47:06:847',16,512,448,1
7880,'2022/12/15 11:47:06:857',16,512,447,1
7881,'2022/12/15 11:47:06:868',16,510,449,1
7882,'2022/12/15 11:47:06:878',16,514,446,1
7883,'2022/12/15 11:47:06:889',16,512,442,1
7884,'2022/12/15 11:47:06:900',16,512,449,1
7885,'2022/12/15 11:47:06:910',16,514,446,1
7886,'2022/12/15 11:47:06:921',16,510,449,1
7887,'2022/12/15 11:47:06:931',16,513,445,1
7888,'2022/12/15 11:47:06:942',16,509,445,1
7889,'2022/12/15 11:47:06:952',16,511,448,1
7890,'2022/12/15 11:47:06:963',16,514,445,1
7891,'2022/12/15 11:47:06:973',16,510,449,1
7892,'2022/12/15 11:47:06:984',16,511,448,1
7893,'2022/12/15 11:47:06:995',16,508,446,1
7894,'2022/12/15 11:47:07:005',16,510,445,1
7895,'2022/12/15 11:47:07:016',16,511,445,1
7896,'2022/12/15 11:47:07:026',16,512,448,1
7897,'2022/12/15 11:47:07:037',16,510,442,1
7898,'2022/12/15 11:47:07:047',16,513,446,1
7899,'2022/12/15 11:47:07:058',16,513,447,1
7900,'2022/12/15 11:47:07:069',16,514,448,1
7901,'2022/12/15 11:47:07:079',16,508,446,1
7902,'2022/12/15 11:47:07:089',16,510,448,1
7903,'2022/12/15 11:47:07:099',16,512,445,1
7904,'2022/12/15 11:47:07:110',16,512,448,1
7905,'2022/12/15 11:47:07:120',16,515,448,1
7906,'2022/12/15 11:47:07:131',16,514,448,1
7907,'2022/12/15 11:47:07:142',16,515,443,1
7908,'2022/12/15 11:47:07:152',16,508,446,1
7909,'2022/12/15 11:47:07:163',16,509,446,1
7910,'2022/12/15 11:47:07:173',16,514,445,1
7911,'2022/12/15 11:47:07:184',16,513,443,1
7912,'2022/12/15 11:47:07:194',16,511,443,1
7913,'2022/12/15 11:47:07:205',16,510,447,1
7914,'2022/12/15 11:47:07:216',16,509,450,1
7915,'2022/12/15 11:47:07:226',16,512,448,1
7916,'2022/12/15 11:47:07:237',16,510,444,1
7917,'2022/12/15 11:47:07:247',16,509,445,1
7918,'2022/12/15 11:47:07:258',16,511,448,1
7919,'2022/12/15 11:47:07:268',16,514,444,1
7920,'2022/12/15 11:47:07:279',16,513,444,1
7921,'2022/12/15 11:47:07:290',16,513,446,1
7922,'2022/12/15 11:47:07:300',16,514,446,1
7923,'2022/12/15 11:47:07:311',16,510,445,1
7924,'2022/12/15 11:47:07:321',16,514,445,1
7925,'2022/12/15 11:47:07:332',16,512,447,1
7926,'2022/12/15 11:47:07:342',16,512,445,1
7927,'2022/12/15 11:47:07:353',16,512,449,1
7928,'2022/12/15 11:47:07:363',16,511,446,1
7929,'2022/12/15 11:47:07:374',16,512,448,1
7930,'2022/12/15 11:47:07:385',16,510,447,1
7931,'2022/12/15 11:47:07:395',16,512,449,1
7932,'2022/12/15 11:47:07:406',16,514,444,1
7933,'2022/12/15 11:47:07:416',16,513,447,1
7934,'2022/12/15 11:47:07:427',16,510,447,1
7935,'2022/12/15 11:47:07:438',16,510,446,1
7936,'2022/12/15 11:47:07:448',16,513,444,1
7937,'2022/12/15 11:47:07:458',16,511,444,1
7938,'2022/12/15 11:47:07:468',16,510,447,1
7939,'2022/12/15 11:47:07:479',16,514,450,1
7940,'2022/12/15 11:47:07:489',16,509,447,1
7941,'2022/12/15 11:47:07:500',16,509,444,1
7942,'2022/12/15 11:47:07:510',16,511,448,1
7943,'2022/12/15 11:47:07:521',16,506,447,1
7944,'2022/12/15 11:47:07:532',16,514,444,1
7945,'2022/12/15 11:47:07:542',16,510,447,1
7946,'2022/12/15 11:47:07:553',16,508,445,1
7947,'2022/12/15 11:47:07:563',16,512,448,1
7948,'2022/12/15 11:47:07:574',16,509,446,1
7949,'2022/12/15 11:47:07:584',16,512,448,1
7950,'2022/12/15 11:47:07:595',16,513,444,1
7951,'2022/12/15 11:47:07:606',16,511,443,1
7952,'2022/12/15 11:47:07:616',16,513,448,1
7953,'2022/12/15 11:47:07:627',16,513,446,1
7954,'2022/12/15 11:47:07:637',16,513,442,1
7955,'2022/12/15 11:47:07:648',16,509,444,1
7956,'2022/12/15 11:47:07:658',16,510,445,1
7957,'2022/12/15 11:47:07:669',16,515,446,1
7958,'2022/12/15 11:47:07:680',16,510,445,1
7959,'2022/12/15 11:47:07:690',16,512,446,1
7960,'2022/12/15 11:47:07:701',16,511,448,1
7961,'2022/12/15 11:47:07:711',16,511,447,1
7962,'2022/12/15 11:47:07:722',16,511,448,1
7963,'2022/12/15 11:47:07:732',16,510,443,1
7964,'2022/12/15 11:47:07:743',16,514,446,1
7965,'2022/12/15 11:47:07:754',16,510,445,1
7966,'2022/12/15 11:47:07:764',16,516,445,1
7967,'2022/12/15 11:47:07:775',16,509,448,1
7968,'2022/12/15 11:47:07:785',16,513,444,1
7969,'2022/12/15 11:47:07:796',16,513,448,1
7970,'2022/12/15 11:47:07:806',16,510,448,1
7971,'2022/12/15 11:47:07:817',16,510,448,1
7972,'2022/12/15 11:47:07:828',16,513,450,1
7973,'2022/12/15 11:47:07:837',16,510,445,1
7974,'2022/12/15 11:47:07:848',16,508,446,1
7975,'2022/12/15 11:47:07:858',16,513,443,1
7976,'2022/12/15 11:47:07:869',16,512,443,1
7977,'2022/12/15 11:47:07:879',16,509,449,1
7978,'2022/12/15 11:47:07:890',16,512,446,1
7979,'2022/12/15 11:47:07:901',16,513,446,1
7980,'2022/12/15 11:47:07:911',16,509,448,1
7981,'2022/12/15 11:47:07:922',16,510,449,1
7982,'2022/12/15 11:47:07:932',16,514,448,1
7983,'2022/12/15 11:47:07:943',16,505,445,1
7984,'2022/12/15 11:47:07:953',16,512,447,1
7985,'2022/12/15 11:47:07:964',16,515,447,1
7986,'2022/12/15 11:47:07:975',16,507,447,1
7987,'2022/12/15 11:47:07:985',16,511,445,1
7988,'2022/12/15 11:47:07:996',16,511,446,1
7989,'2022/12/15 11:47:08:006',16,513,448,1
7990,'2022/12/15 11:47:08:017',16,510,444,1
7991,'2022/12/15 11:47:08:027',16,510,447,1
7992,'2022/12/15 11:47:08:038',16,514,443,1
7993,'2022/12/15 11:47:08:049',16,513,443,1
7994,'2022/12/15 11:47:08:059',16,510,449,1
7995,'2022/12/15 11:47:08:070',16,512,447,1
7996,'2022/12/15 11:47:08:081',16,513,445,1
7997,'2022/12/15 11:47:08:091',16,513,447,1
7998,'2022/12/15 11:47:08:101',16,511,444,1
7999,'2022/12/15 11:47:08:112',16,510,443,1
8000,'2022/12/15 11:47:08:123',16,514,443,1
8001,'2022/12/15 11:47:08:133',16,513,448,1
8002,'2022/12/15 11:47:08:144',16,512,447,1
8003,'2022/12/15 11:47:08:154',16,515,447,1
8004,'2022/12/15 11:47:08:165',16,514,444,1
8005,'2022/12/15 11:47:08:175',16,511,446,1
8006,'2022/12/15 11:47:08:186',16,513,443,1
8007,'2022/12/15 11:47:08:197',16,511,446,1
8008,'2022/12/15 11:47:08:207',16,513,443,1
8009,'2022/12/15 11:47:08:217',16,509,442,1
8010,'2022/12/15 11:47:08:227',16,514,446,1
8011,'2022/12/15 11:47:08:238',16,509,443,1
8012,'2022/12/15 11:47:08:248',16,509,445,1
8013,'2022/12/15 11:47:08:259',16,513,443,1
8014,'2022/12/15 11:47:08:269',16,511,444,1
8015,'2022/12/15 11:47:08:280',16,515,443,1
8016,'2022/12/15 11:47:08:291',16,515,444,1
8017,'2022/12/15 11:47:08:301',16,513,445,1
8018,'2022/12/15 11:47:08:312',16,513,447,1
8019,'2022/12/15 11:47:08:322',16,514,449,1
8020,'2022/12/15 11:47:08:333',16,510,445,1
8021,'2022/12/15 11:47:08:344',16,513,446,1
8022,'2022/12/15 11:47:08:354',16,512,443,1
8023,'2022/12/15 11:47:08:365',16,513,445,1
8024,'2022/12/15 11:47:08:375',16,515,447,1
8025,'2022/12/15 11:47:08:386',16,513,446,1
8026,'2022/12/15 11:47:08:396',16,512,444,1
8027,'2022/12/15 11:47:08:407',16,514,445,1
8028,'2022/12/15 11:47:08:417',16,511,446,1
8029,'2022/12/15 11:47:08:428',16,514,443,1
8030,'2022/12/15 11:47:08:439',16,511,445,1
8031,'2022/12/15 11:47:08:449',16,512,444,1
8032,'2022/12/15 11:47:08:460',16,510,443,1
8033,'2022/12/15 11:47:08:470',16,513,446,1
8034,'2022/12/15 11:47:08:481',16,514,446,1
8035,'2022/12/15 11:47:08:492',16,509,443,1
8036,'2022/12/15 11:47:08:502',16,513,443,1
8037,'2022/12/15 11:47:08:513',16,512,445,1
8038,'2022/12/15 11:47:08:523',16,513,446,1
8039,'2022/12/15 11:47:08:534',16,509,446,1
8040,'2022/12/15 11:47:08:544',16,510,446,1
8041,'2022/12/15 11:47:08:555',16,513,444,1
8042,'2022/12/15 11:47:08:566',16,511,446,1
8043,'2022/12/15 11:47:08:576',16,514,448,1
8044,'2022/12/15 11:47:08:586',16,510,448,1
8045,'2022/12/15 11:47:08:596',16,511,444,1
8046,'2022/12/15 11:47:08:607',16,514,446,1
8047,'2022/12/15 11:47:08:617',16,510,448,1
8048,'2022/12/15 11:47:08:628',16,511,449,1
8049,'2022/12/15 11:47:08:638',16,510,446,1
8050,'2022/12/15 11:47:08:649',16,512,445,1
8051,'2022/12/15 11:47:08:660',16,509,446,1
8052,'2022/12/15 11:47:08:670',16,508,443,1
8053,'2022/12/15 11:47:08:681',16,511,442,1
8054,'2022/12/15 11:47:08:691',16,513,442,1
8055,'2022/12/15 11:47:08:702',16,512,448,1
8056,'2022/12/15 11:47:08:712',16,511,447,1
8057,'2022/12/15 11:47:08:723',16,514,444,1
8058,'2022/12/15 11:47:08:734',16,513,449,1
8059,'2022/12/15 11:47:08:744',16,509,449,1
8060,'2022/12/15 11:47:08:755',16,513,445,1
8061,'2022/12/15 11:47:08:765',16,515,445,1
8062,'2022/12/15 11:47:08:776',16,509,444,1
8063,'2022/12/15 11:47:08:786',16,512,445,1
8064,'2022/12/15 11:47:08:797',16,508,443,1
8065,'2022/12/15 11:47:08:808',16,514,444,1
8066,'2022/12/15 11:47:08:818',16,510,445,1
8067,'2022/12/15 11:47:08:829',16,508,444,1
8068,'2022/12/15 11:47:08:839',16,511,446,1
8069,'2022/12/15 11:47:08:850',16,511,443,1
8070,'2022/12/15 11:47:08:860',16,514,444,1
8071,'2022/12/15 11:47:08:871',16,515,448,1
8072,'2022/12/15 11:47:08:882',16,510,443,1
8073,'2022/12/15 11:47:08:892',16,512,444,1
8074,'2022/12/15 11:47:08:903',16,513,447,1
8075,'2022/12/15 11:47:08:913',16,510,446,1
8076,'2022/12/15 11:47:08:924',16,512,448,1
8077,'2022/12/15 11:47:08:935',16,510,445,1
8078,'2022/12/15 11:47:08:945',16,511,446,1
8079,'2022/12/15 11:47:08:955',16,511,444,1
8080,'2022/12/15 11:47:08:965',16,514,442,1
8081,'2022/12/15 11:47:08:976',16,510,447,1
8082,'2022/12/15 11:47:08:986',16,509,447,1
8083,'2022/12/15 11:47:08:997',16,510,448,1
8084,'2022/12/15 11:47:09:008',16,509,445,1
8085,'2022/12/15 11:47:09:018',16,514,442,1
8086,'2022/12/15 11:47:09:029',16,513,448,1
8087,'2022/12/15 11:47:09:039',16,509,447,1
8088,'2022/12/15 11:47:09:050',16,512,444,1
8089,'2022/12/15 11:47:09:060',16,513,445,1
8090,'2022/12/15 11:47:09:071',16,510,446,1
8091,'2022/12/15 11:47:09:081',16,515,443,1
8092,'2022/12/15 11:47:09:092',16,514,445,1
8093,'2022/12/15 11:47:09:103',16,513,447,1
8094,'2022/12/15 11:47:09:113',16,515,448,1
8095,'2022/12/15 11:47:09:124',16,513,447,1
8096,'2022/12/15 11:47:09:134',16,510,447,1
8097,'2022/12/15 11:47:09:145',16,509,443,1
8098,'2022/12/15 11:47:09:155',16,515,447,1
8099,'2022/12/15 11:47:09:166',16,509,448,1
8100,'2022/12/15 11:47:09:177',16,511,445,1
8101,'2022/12/15 11:47:09:187',16,511,448,1
8102,'2022/12/15 11:47:09:198',16,510,445,1
8103,'2022/12/15 11:47:09:208',16,510,445,1
8104,'2022/12/15 11:47:09:219',16,510,443,1
8105,'2022/12/15 11:47:09:230',16,512,446,1
8106,'2022/12/15 11:47:09:240',16,510,445,1
8107,'2022/12/15 11:47:09:251',16,509,443,1
8108,'2022/12/15 11:47:09:261',16,509,443,1
8109,'2022/12/15 11:47:09:272',16,509,445,1
8110,'2022/12/15 11:47:09:282',16,511,443,1
8111,'2022/12/15 11:47:09:293',16,513,445,1
8112,'2022/12/15 11:47:09:304',16,509,442,1
8113,'2022/12/15 11:47:09:314',16,511,444,1
8114,'2022/12/15 11:47:09:325',16,511,445,1
8115,'2022/12/15 11:47:09:334',16,512,446,1
8116,'2022/12/15 11:47:09:345',16,511,446,1
8117,'2022/12/15 11:47:09:355',16,510,442,1
8118,'2022/12/15 11:47:09:366',16,510,447,1
8119,'2022/12/15 11:47:09:376',16,512,446,1
8120,'2022/12/15 11:47:09:387',16,514,448,1
8121,'2022/12/15 11:47:09:398',16,509,449,1
8122,'2022/12/15 11:47:09:408',16,510,442,1
8123,'2022/12/15 11:47:09:419',16,510,446,1
8124,'2022/12/15 11:47:09:429',16,511,442,1
8125,'2022/12/15 11:47:09:440',16,512,443,1
8126,'2022/12/15 11:47:09:450',16,513,446,1
8127,'2022/12/15 11:47:09:461',16,511,448,1
8128,'2022/12/15 11:47:09:472',16,512,447,1
8129,'2022/12/15 11:47:09:482',16,511,444,1
8130,'2022/12/15 11:47:09:493',16,509,447,1
8131,'2022/12/15 11:47:09:503',16,512,445,1
8132,'2022/12/15 11:47:09:514',16,516,442,1
8133,'2022/12/15 11:47:09:524',16,514,445,1
8134,'2022/12/15 11:47:09:535',16,512,443,1
8135,'2022/12/15 11:47:09:546',16,511,447,1
8136,'2022/12/15 11:47:09:556',16,511,446,1
8137,'2022/12/15 11:47:09:567',16,511,448,1
8138,'2022/12/15 11:47:09:577',16,514,443,1
8139,'2022/12/15 11:47:09:588',16,515,444,1
8140,'2022/12/15 11:47:09:598',16,514,446,1
8141,'2022/12/15 11:47:09:609',16,510,443,1
8142,'2022/12/15 11:47:09:620',16,514,447,1
8143,'2022/12/15 11:47:09:630',16,511,446,1
8144,'2022/12/15 11:47:09:641',16,513,444,1
8145,'2022/12/15 11:47:09:651',16,515,445,1
8146,'2022/12/15 11:47:09:662',16,513,443,1
8147,'2022/12/15 11:47:09:672',16,515,443,1
8148,'2022/12/15 11:47:09:683',16,513,446,1
8149,'2022/12/15 11:47:09:694',16,512,445,1
8150,'2022/12/15 11:47:09:703',16,514,446,1
8151,'2022/12/15 11:47:09:714',16,509,447,1
8152,'2022/12/15 11:47:09:724',16,514,445,1
8153,'2022/12/15 11:47:09:735',16,512,443,1
8154,'2022/12/15 11:47:09:745',16,510,445,1
8155,'2022/12/15 11:47:09:756',16,511,445,1
8156,'2022/12/15 11:47:09:767',16,510,444,1
8157,'2022/12/15 11:47:09:777',16,513,445,1
8158,'2022/12/15 11:47:09:788',16,513,447,1
8159,'2022/12/15 11:47:09:798',16,511,445,1
8160,'2022/12/15 11:47:09:809',16,515,447,1
8161,'2022/12/15 11:47:09:819',16,512,446,1
8162,'2022/12/15 11:47:09:830',16,513,445,1
8163,'2022/12/15 11:47:09:841',16,511,446,1
8164,'2022/12/15 11:47:09:851',16,511,447,1
8165,'2022/12/15 11:47:09:862',16,509,445,1
8166,'2022/12/15 11:47:09:873',16,510,447,1
8167,'2022/12/15 11:47:09:883',16,509,448,1
8168,'2022/12/15 11:47:09:893',16,512,448,1
8169,'2022/12/15 11:47:09:904',16,512,447,1
8170,'2022/12/15 11:47:09:915',16,510,443,1
8171,'2022/12/15 11:47:09:925',16,515,445,1
8172,'2022/12/15 11:47:09:936',16,510,444,1
8173,'2022/12/15 11:47:09:946',16,513,448,1
8174,'2022/12/15 11:47:09:957',16,512,448,1
8175,'2022/12/15 11:47:09:967',16,510,447,1
8176,'2022/12/15 11:47:09:978',16,512,445,1
8177,'2022/12/15 11:47:09:989',16,513,446,1
8178,'2022/12/15 11:47:09:999',16,514,443,1
8179,'2022/12/15 11:47:10:010',16,513,445,1
8180,'2022/12/15 11:47:10:020',16,514,447,1
8181,'2022/12/15 11:47:10:031',16,508,445,1
8182,'2022/12/15 11:47:10:041',16,510,445,1
8183,'2022/12/15 11:47:10:052',16,514,447,1
8184,'2022/12/15 11:47:10:063',16,508,443,1
8185,'2022/12/15 11:47:10:073',16,512,448,1
8186,'2022/12/15 11:47:10:083',16,514,447,1
8187,'2022/12/15 11:47:10:093',16,511,445,1
8188,'2022/12/15 11:47:10:104',16,514,446,1
8189,'2022/12/15 11:47:10:114',16,515,448,1
8190,'2022/12/15 11:47:10:125',16,512,447,1
8191,'2022/12/15 11:47:10:136',16,515,442,1
8192,'2022/12/15 11:47:10:146',16,511,447,1
8193,'2022/12/15 11:47:10:157',16,510,445,1
8194,'2022/12/15 11:47:10:167',16,513,446,1
8195,'2022/12/15 11:47:10:178',16,510,443,1
8196,'2022/12/15 11:47:10:188',16,510,446,1
8197,'2022/12/15 11:47:10:199',16,508,444,1
8198,'2022/12/15 11:47:10:210',16,509,448,1
8199,'2022/12/15 11:47:10:220',16,509,447,1
8200,'2022/12/15 11:47:10:231',16,514,447,1
8201,'2022/12/15 11:47:10:241',16,510,448,1
8202,'2022/12/15 11:47:10:252',16,514,447,1
8203,'2022/12/15 11:47:10:262',16,513,448,1
8204,'2022/12/15 11:47:10:273',16,512,444,1
8205,'2022/12/15 11:47:10:284',16,511,449,1
8206,'2022/12/15 11:47:10:294',16,514,441,1
8207,'2022/12/15 11:47:10:305',16,511,448,1
8208,'2022/12/15 11:47:10:315',16,511,447,1
8209,'2022/12/15 11:47:10:326',16,511,445,1
8210,'2022/12/15 11:47:10:336',16,512,448,1
8211,'2022/12/15 11:47:10:347',16,510,447,1
8212,'2022/12/15 11:47:10:357',16,515,443,1
8213,'2022/12/15 11:47:10:368',16,511,449,1
8214,'2022/12/15 11:47:10:379',16,508,445,1
8215,'2022/12/15 11:47:10:389',16,513,445,1
8216,'2022/12/15 11:47:10:400',16,515,449,1
8217,'2022/12/15 11:47:10:410',16,512,444,1
8218,'2022/12/15 11:47:10:421',16,509,446,1
8219,'2022/12/15 11:47:10:432',16,511,443,1
8220,'2022/12/15 11:47:10:442',16,508,443,1
8221,'2022/12/15 11:47:10:452',16,513,446,1
8222,'2022/12/15 11:47:10:462',16,512,445,1
8223,'2022/12/15 11:47:10:473',16,512,449,1
8224,'2022/12/15 11:47:10:483',16,514,443,1
8225,'2022/12/15 11:47:10:494',16,515,445,1
8226,'2022/12/15 11:47:10:504',16,514,445,1
8227,'2022/12/15 11:47:10:515',16,512,448,1
8228,'2022/12/15 11:47:10:526',16,514,445,1
8229,'2022/12/15 11:47:10:536',16,512,444,1
8230,'2022/12/15 11:47:10:547',16,513,448,1
8231,'2022/12/15 11:47:10:557',16,514,448,1
8232,'2022/12/15 11:47:10:568',16,513,446,1
8233,'2022/12/15 11:47:10:578',16,514,442,1
8234,'2022/12/15 11:47:10:589',16,512,446,1
8235,'2022/12/15 11:47:10:600',16,511,448,1
8236,'2022/12/15 11:47:10:610',16,510,448,1
8237,'2022/12/15 11:47:10:621',16,514,445,1
8238,'2022/12/15 11:47:10:631',16,511,447,1
8239,'2022/12/15 11:47:10:642',16,514,447,1
8240,'2022/12/15 11:47:10:653',16,515,445,1
8241,'2022/12/15 11:47:10:663',16,513,447,1
8242,'2022/12/15 11:47:10:674',16,514,447,1
8243,'2022/12/15 11:47:10:684',16,509,448,1
8244,'2022/12/15 11:47:10:695',16,514,445,1
8245,'2022/12/15 11:47:10:705',16,514,444,1
8246,'2022/12/15 11:47:10:716',16,513,448,1
8247,'2022/12/15 11:47:10:726',16,508,444,1
8248,'2022/12/15 11:47:10:737',16,513,449,1
8249,'2022/12/15 11:47:10:747',16,512,449,1
8250,'2022/12/15 11:47:10:758',16,509,447,1
8251,'2022/12/15 11:47:10:769',16,514,445,1
8252,'2022/12/15 11:47:10:779',16,514,448,1
